tweet_longitude,tweet_latitude,timestamp,status,phrase
-87.66358179,41.90123632,2019-02-10 15:56:55,"Still one of my favorite photo shoots to date. Plus who doesn’t love dressing up like a gangster from the 20’s?,love
.,love
.… https://t.co/v6LyBxdjwv",love
18.0605,59.3307,2019-02-10 06:17:02,"HEATHEN from @NMBCo jumped up high on my best beer list.,right
Very balanced, juicy, fruity and bitter just in the right… https://t.co/o9ub8GPWNB",right
-74.17505215,40.73004198,2019-02-10 06:54:33,"🎬🎬🎬🎬,right
Right Now It's Supa Dupa #LIT,right
4 al_zoeguard Birthday Bash,right
@mrLiteskinRockz 🎉🎉🎉🎉,right
,right
#IfItAintNiteItAintRight… https://t.co/8F4C3kkXv3",right
-0.12731805,51.50711486,2019-02-10 10:58:49,"It feels good to be lost in the right direction.,right
.,right
.,right
.,right
📸: @urieltarrago en London, United Kingdom https://t.co/YP80oKgmGa",right
-74.04106994,40.26450129,2019-02-10 13:54:40,Reposted from @shaavbarbershop  -  And for the right price!......I can even make yo ish sharper!! #SHAAV  -… https://t.co/ZFqWdH47IW,right
9.1897,45.4643,2019-02-10 10:39:09,Milan ❤️📸🇮🇹 #travel #adventure #wanderlust #vacation #travelgram #explore #holiday #travels #traveler #traveller… https://t.co/WVKLgBNpS9,travel
-0.12731805,51.50711486,2019-02-10 15:45:34,"🖤,travel
#london #architecture #building #bandw #blackandwhite #modern #photooftheday #travel #blackwhite #huaweimate20pro… https://t.co/2QBrwSlUDN",travel
121.42973156,15.36624238,2019-02-10 15:51:43,"Travel more, worry less 😊 @ Paltic Lighthouse, Dingalan https://t.co/96FGqACjFQ",travel
55.1855278,25.14101121,2019-02-10 16:03:54,"Go, fly, roam, travel, voyage, explore, journey, discover, adventure,travel
,travel
#merlanthetraveler #merlanarabianescapade… https://t.co/vpP3XVi50t",travel
125.61250126,7.08551822,2019-02-10 06:20:37,"I'm at Serenitea - @iloveserenitea in Davao City, Davao https://t.co/oq2g8IZYm4",city
121.05245368,14.619126,2019-02-10 06:47:33,"I'm at Farmers Market in Quezon City, Metro Manila https://t.co/DEyLu3coa1",city
48.09769416,29.17449774,2019-02-10 07:01:33,"W’ @almx62_ (@ The Gate Mall in Kuwait city, Kuwait) https://t.co/XxxbRuyIzx",city
120.593,16.4164,2019-02-10 07:07:55,#Concentrix @ Baguio City https://t.co/9eRbCgJu68,city
121.01244655,14.510292,2019-02-10 07:21:19,"I'm at Ninoy Aquino International Airport (MNL) Terminal 2 - @miaagovph in Pasay City, Metro Manila https://t.co/MpyoidevvD",city
47.92079866,29.33523858,2019-02-10 07:25:08,"I'm at College of Technological Studies in Kuwait city, Al Asimah w/ @asnq88 @dhux911xx @f305n_ https://t.co/3tS9MUZCCQ",city
39.984097,21.354699,2019-02-10 07:31:40,"City tour mekkah ,city
Jabal Rahmah @ Jabal Rahmah (Arafah)   جبل عرفة https://t.co/dmvB0YOTWd",city
103.6183,-1.6023,2019-02-10 07:41:29,I love too less but it changes when comes to you⚾ @ Jambi City https://t.co/Lk26stWrNA,city
120.58046302,15.16940752,2019-02-10 07:42:17,"I'm at SM City Clark in Angeles City, Pampanga https://t.co/lWitwc2wga",city
47.91232612,29.34248429,2019-02-10 07:48:31,"I'm at College of law (KU) in Kuwait City, Al Asimah https://t.co/9ES4j60DQ6",city
47.94199693,29.34118373,2019-02-10 07:53:09,"I'm at Toby’s Estate in Kuwait City, Al Kuwayt https://t.co/k18TBcK1L8",city
121.07341782,14.53408497,2019-02-10 08:01:00,No stocks of Pampers XL for Z.. (@ South Star Drug in Taguig City) https://t.co/RbcwBcWKl5,city
122.94931,10.66873,2019-02-10 08:02:39,Love ko 'to. @ SM City Bacolod https://t.co/hLoHKLhefL,city
120.58646486,15.13399176,2019-02-10 08:21:07,"I'm at Nepo Quadrangle in Angeles City, Central Luzon https://t.co/vkkTHscKsw",city
153.028,-27.4678,2019-02-10 08:25:48,"Brisbane city #citywalk #brisbane @ Brisbane, Queensland, Australia https://t.co/4tDkszstVc",city
100.54139777,14.35108209,2019-02-10 08:27:20,Old city ride. #cipollini #mcipollini #rb1ktheone #thmcarbon #carbonti #garminvector3 #thmclavicula #bicycle… https://t.co/Alyeipr6Er,city
47.95886674,29.36146106,2019-02-10 08:39:49,"I'm at Yanni's Concert in Kuwait City, Al Kuwayt https://t.co/VMs5hzzOJT",city
121.15720418,13.94224211,2019-02-10 08:43:16,I'm at Lipa City in Lipa City https://t.co/RSHxwb5jpv,city
121.01095666,14.62947984,2019-02-10 08:55:17,"I'm at Thousand Buddha Temple in Quezon City, NCR https://t.co/xfMeDwSqP9 https://t.co/kD6qkMcNvK",city
125.00042873,11.24115532,2019-02-10 09:21:34,My visiting budd 🥰 Feelin’ the summer yet? 😂 @ St. Paul's hospital tacloban city https://t.co/50zoX2eci7,city
47.94199693,29.34118373,2019-02-10 09:30:15,"وإن قفّت الناس عنا ، ما لحقناها,city
ما نرخص النفس للي ما يقدّرها ! (@ Toby’s Estate in Kuwait City, Al Kuwayt) https://t.co/rZigVdwj6i",city
86.66949469,20.27478718,2019-02-10 09:34:15,Zzzzzz😵😵😵 @ Paradip City Of India https://t.co/ufsDQsYTkJ,city
48.0073591,29.28224623,2019-02-10 09:54:00,"I'm at South Surra in Kuwait city, Kuwait https://t.co/CqEwtJXVAB",city
151.20395208,-33.87975773,2019-02-10 09:54:52,"I'm at Market City in Haymarket, NSW https://t.co/EsucCjHHKF",city
123.8587436,12.1891637,2019-02-10 10:05:48,"Yes, you're beautiful but I'm more than that 😇😘😅 @ Dimasalang, Masbate City https://t.co/BfrxvTyFfT",city
77.791219,13.0933364,2019-02-10 10:18:24,"#1BHK #Apartment in Artha Neo Smart City, #Bangalore #Flat #ForRent #Hoskote #Residential #Property,city
https://t.co/S1jbRUEdg2",city
121.07993304,14.60928719,2019-02-10 10:40:18,I'm at Eastwood City in Quezon City https://t.co/IawFU75zKn,city
47.95070887,29.34024666,2019-02-10 10:56:57,"I'm at College of Arts - Kaifan in Kuwait City, Al Asimah https://t.co/IaCE3j1uGj",city
47.9158908,29.3421464,2019-02-10 10:57:06,I'm at College of Social Sciences | Kuniv in Kuwait City w/ @kbalshammeri https://t.co/JBGCyG80A8,city
47.98152665,29.3619231,2019-02-10 11:08:53,"I'm at Four Seasons Hotel Kuwait in Kuwait City, Al Kuwayt https://t.co/oTVdh4QQTB",city
120.958986,14.11261274,2019-02-10 11:25:23,I'm at Ayala Malls Serin in Tagaytay City https://t.co/VpsJjUs3Wm,city
121.037,14.6439,2019-02-10 11:41:03,"Just posted a photo @ Quezon City, Philippines https://t.co/BAVKejvhCU",city
98.4,7.88333,2019-02-10 11:51:39,ของขวัญปีใหม่ชิ้นแรก...อิอิ @ Phuket (city) https://t.co/eoDRoJWqT6,city
125.613,7.07306,2019-02-10 11:53:58,"True! Blessed Sunday 🙂🌬🌧,city
ctto @ Davao City https://t.co/6ZkwVolAz7",city
120.60050755,16.40916511,2019-02-10 11:57:19,"#tablefortwo ❤️ @ Pamana: A Legacy of Filipino Cuisine, Baguio City https://t.co/LOpZMvNmlS",city
47.91232612,29.34248429,2019-02-10 12:22:36,"I'm at جامعة الكويت كلية الحقوق in Kuwait City, Al Asimah w/ @alshatti_3 https://t.co/pvfGPQSPWz",city
120.93847,14.09941,2019-02-10 12:25:04,Hype the stripe 🔰 @ Tagaytay City https://t.co/8qctOhGwTA,city
120.69702447,15.05365155,2019-02-10 12:33:05,"I'm at Sky Ranch, SM Pampanga in San Fernando City https://t.co/5xYfp6fm4R",city
-99.172935,19.42450597,2019-02-10 12:50:19,"Back to the basics... #runLorsrun (@ Camellón de Reforma in Mexico City, DF) https://t.co/n3K7cnpLM2",city
120.95649304,14.7543554,2019-02-10 13:14:22,9th💙 @ SM City Marilao https://t.co/BcvYM44pP3,city
120.59676601,16.41317142,2019-02-10 13:53:34,LOVE YOUR HEALTH. LOVE YOUR BODY. LOVE YOUR LIFE @ Baguio City https://t.co/CniYdz4Yxc,city
4.35,50.85,2019-02-10 14:25:50,"Bruxelles city et son magnifique ciel... gris 🤷🏼‍♀️ à Brussels, Belgium https://t.co/aXrS7qwVdJ",city
123.892,10.3111,2019-02-10 14:27:39,"Promise it's really delicious!!! 😋,city
,city
#YumYum😋,city
#MyFave,city
#♌️💛,city
#Activize @ Cebu City https://t.co/95xbjklpKL",city
-118.418884,34.055788,2019-02-10 15:07:05,"#today #now #sunday #blessings #positivity ,city
,city
PEACE &amp; LOVE 💟☮️💟 @ Century City, Los Angeles https://t.co/b31xm8PE3Y",city
47.979055,29.370561,2019-02-10 15:31:55,"I'm at مجموعة عين للمحاماة والاستشارات القانونية in Kuwait City, Al Kuwayt https://t.co/xtasXruCvf",city
-4.43268959,36.71278727,2019-02-10 15:33:25,But I like to party. en Málaga City https://t.co/eeRUUU0CmZ,city
47.96646914,29.36309926,2019-02-10 15:34:25,"I'm at Salhiya Complex in Kuwait City, Al Asimah https://t.co/8sYrGEdpvl",city
-86.68306256,36.14436302,2019-02-10 16:05:29,Last night was a blast!!! @chasercoleman @micahjoeparker @ Sheraton Music City Hotel https://t.co/iUHyxvPUmM,city
28.978144,41.007932,2019-02-10 07:05:34,✅💥⛓➡️ #gümüş #altın #Arapça #türkçe #isimli #aile #sonsuzluk #kolye #isfanbul #jewellery #jewelry #küçükköy #gop… https://t.co/vqXcx4NokO,gop
-84.4137261,33.5579169,2019-02-10 07:31:23,"(Thank You) Bag,baby
#miami ,baby
#gradybaby,baby
#gradybabyapparel,baby
#wefull @ Grady Baby Apparel https://t.co/L0PWx9gPLV",baby
121.02668505,14.54982554,2019-02-10 09:04:03,"Baby sis swaggin' 🌹📷🎨🎨,baby
#streetwear #streetwearfashion #v_iology #filmphotography #film #undercut #photography,baby
#ootd… https://t.co/FShVsCB1i1",baby
3.39583,6.45306,2019-02-10 13:01:42,"Happy Sunday from my baby Chelsea.....continue to grow in wisdom and healthier.....Outfits by Kheezuwears @ Lagos,… https://t.co/DeBXViE0bc",baby
87.890625,23.8858377,2019-02-10 09:55:12,"सरस्वती पूजाको शुभकामना सबै लाई ।,mountain
Nepal- माउन्टेन एकेडेमी परिवार @ Nepal Mountain Academy https://t.co/4uPB2162cT",mountain
98.961467,18.72147,2019-02-10 10:24:42,I just began a mountain biking workout using #Endomondo. Peptalk me now @ https://t.co/gAZVfiZoCx,mountain
-119.714,34.4258,2019-02-10 13:03:18,“Adventure isn’t hanging on a rope off the side of a mountain. Adventure is an attitude that we must apply to the d… https://t.co/aleWFiXzcH,mountain
-3.8933937,52.68775968,2019-02-10 13:08:13,"Hill Climbing #Snowdonia #Mountain #Stream #Trek #View @ Tal-Y-Llyn, Gwynedd, United Kingdom https://t.co/xVVjNXwlV4",mountain
18.8933597,-34.37230719,2019-02-10 07:38:10,This guys 😊 #southafrica #pinguin #nature #ocean #instanature #cute #instatravel #adventure @ Stony Point Penguin C… https://t.co/PO100wD6WQ,ocean
-1.8265766,43.36138841,2019-02-10 07:45:38,L’Océan. #cotebasque #ocean à Hondarribia https://t.co/iUbEE3sVgO,ocean
33.42100306,35.33045461,2019-02-10 09:49:12,"Sevgililer Günü'nde sevdiginizle başbaşa eşsiz Ocean Spa deneyimini yaşayın...,ocean
Çiftlere özel tasarladığımız,VIP oda… https://t.co/b637HdSRHe",ocean
-63.12209225,18.04057963,2019-02-10 15:18:58,Piña Colada飲み放題ヨロレイヒー #twtabi 場所: Sonesta Ocean Point Resort https://t.co/Vh18qLiHkS,ocean
24.40207559,35.1827295,2019-02-10 15:20:10,Living by the #ocean is where I belong 😎✌️ https://t.co/RrcmLUteMo #Plakias #Travel #Greece #Crete #Eu (@ Plakias S… https://t.co/slggWY7E9T,ocean
88.36337,22.50143,2019-02-10 13:22:49,"That's Jadavpur 8B bus stand which has enormously changed. ,stand
It used to be a bit warm and friendly place with the ol… https://t.co/EARAhHTiAp",stand
-73.98158,40.72628,2019-02-10 06:10:08,"Pizza is always worked into a good night out 🍕 @ East Village, Manhattan https://t.co/XwZhq7VrYr",night
75.8262545,26.8983581,2019-02-10 06:45:45,Jaipur at night... #ThakurVibhutiSingh https://t.co/FZ4hxvEM6v,night
-78.8494,42.9047,2019-02-10 06:53:56,Getting ready for game night with some friends. foodporn #foodphotography #foodie #beefbarbeque #beef #gamenight… https://t.co/AnmZZ7wOIy,night
-82.91570974,40.05051361,2019-02-10 07:08:27,Great night at columbusfunnybone  with my brother goooohio  and dawnylabonte to get some vip treatment from… https://t.co/A1iFwZrYd0,night
-1.78779,51.5523,2019-02-10 08:12:58,"(warm-up beer from last night at Kenchie’s) Can via @MagpieBrewing @Beer52HQ: inoffensive, but unremarkable; could… https://t.co/YmlzAdMuoc",night
-0.13507237,50.82006592,2019-02-10 08:36:05,"Anti Nowhere League last night, unbanned from playing Brighton. Plus Peter And The Test Tube Babies! @ Patterns https://t.co/1yRXD5OXjw",night
79.08189,21.13667,2019-02-10 11:01:32,Last night at @darkroompoets . Much love @ Nagpur https://t.co/W0h6vId6dy,night
-1.4830546,52.9207412,2019-02-10 11:10:53,"""Charade"" by #TheSkids (theskidsofficial) last night at #TheVenue in #Derby. #IntoTheValley #40thAnniversaryTour… https://t.co/R3epQPBJX3",night
28.01199998,-26.00076128,2019-02-10 11:19:06,About last night... #TheGrooveMasters #singersbelike #allaboutvoices #PromoteSingers #Singer #Covers #CoverBand… https://t.co/nbS7IfwGX0,night
114.19162577,22.37600391,2019-02-10 12:24:59,"the night before resuming works.,night
,night
#hkig #february #february2019 #monochromehongkong #oldhongkong #有人性鏡頭裡總有豐收… https://t.co/zFavpYwy0X",night
25.1306,35.325,2019-02-10 12:54:56,"Last night look 😜✌️,night
#saturdaynight #nightout #look #drinks #fun #mirror #myroom @ Heraklion, Greece https://t.co/r3t0NkRZye",night
-1.42392183,55.01765617,2019-02-10 13:09:30,"Absolutely rammed last night at the Priory! Great gig!,night
•,night
•,night
,night
#guitar #singer #vocals #guitarist #fender… https://t.co/egyuL0ZV1L",night
2.37679,51.03705,2019-02-10 13:33:15,About last night #Carnaval2019 #chatnoir 🎊🎉 à Dunkerque https://t.co/aik204p7m1,night
-0.12731805,51.50711486,2019-02-10 13:33:37,"Friday night was definitely a wild one 💫🙌🏾 @ London, United Kingdom https://t.co/cnBFRN07ii",night
2.1965525,41.38482113,2019-02-10 13:33:45,"What a night 🙏🏻 , Thank you 4 the love cdlcbarcelona , was🔥💣 🙌🏻 #deephousemusic #nightclub #housemusic #whatanight… https://t.co/YUG0xRsCDv",night
-80.03814178,26.58316889,2019-02-10 13:38:53,Great night raising money for Juvenile  Diabetes. This is near and dear to my heart ❤️ Proud to support this cause… https://t.co/DnzDaqjLlI,night
-83.6624816,42.2619571,2019-02-10 13:56:53,Great time at WCC’s winter gala. One night that raises over $100K for student scholarships! #WCC @ WCC - Morris Law… https://t.co/eUbEQkw4Bm,night
-1.55767679,54.52400811,2019-02-10 14:28:28,Thank you Southern Comfort! Start of a great night with the whole Voodoo team kicking off @ Voodoo Cafe https://t.co/stsmb5mVrH,night
-105.52708858,20.77215411,2019-02-10 14:29:10,"Last night and this morning. More Mexico magic. #sunset #sunrise #skyart #mexico @ Punta De Mita, Nayarit, Mexico https://t.co/LPmTZKoRNu",night
-1.14538498,52.95093086,2019-02-10 15:05:15,Went out out last night to celebrate a 40th birthday. A fab night with lovely friends. Not sure staying out till 3.… https://t.co/jSuM0mjECy,night
-103.41946291,20.63648987,2019-02-10 15:32:52,"“Starbucks Happenings”, una película de M. Night Shyamalan.",night
170.47845141,-44.00521051,2019-02-10 08:51:18,"Not drowning but rather braving the 17 degree cold water at Lake Tekapo 🥶,water
#lake #nature #swim #cold #traveling @ La… https://t.co/evW8mrPYrG",water
101.60668414,3.08252477,2019-02-10 07:38:58,Home sawit home,home
13.20351615,61.1560197,2019-02-10 10:18:46,headed home from a gorgeous winter wonderland - but taking back with me lots of cozy memories + a crapload of photo… https://t.co/wveqtM2fAG,home
0.7014,51.58323,2019-02-10 10:25:01,E.T. phone. home. #ET #bluebritishshorthair @ Rochford https://t.co/WDddDEg1BC,home
28.0927188,-26.0503383,2019-02-10 10:34:02,Should just stop this bad habit of buying takeaways on Sundays....And just go home and cook!!!,home
-82.3413696,34.8542099,2019-02-10 12:03:52,"If you have a home to sell or a unique, local business to promote, then send me a DM. The J Michael Manley Team and… https://t.co/oPLA44p9NN",home
-2.27182444,53.4847817,2019-02-10 12:12:32,The ruins of Castle Irwell Student Village (AKA Castle Greyskull). The site of my first home in the north for two v… https://t.co/zkd8mlP0nI,home
-46.8842,-23.1864,2019-02-10 12:42:05,Acabou de publicar uma foto em Home Inbox Decor https://t.co/0FFz8rh8D2,home
77.5693768,12.9160042,2019-02-10 12:59:17,"I Contact With My Home Branch But, Bank Manager Said Wait Some time, Bank Call You. But Still Now No Call From Bank… https://t.co/v8wjhvjbhn",home
-77.88817471,40.7673174,2019-02-10 13:01:28,睡了四个小时就醒了orz (@ Jerry's Home in PA) https://t.co/nAGNmH3OE0,home
77.5693768,12.9160042,2019-02-10 13:08:24,"I Contact With My Home Branch But, Bank Manager Said Wait Some time, Bank Call You. But Still Now No Call From Bank… https://t.co/r3zj8FU0tg",home
104.12263504,2.76200519,2019-02-10 13:30:45,"every time i slip into the ocean, it's like going home @ Pulau Tioman https://t.co/C52EVHCx6h",home
-78.39170385,37.30516251,2019-02-10 13:36:41,"At first glance, Farmville might not seem a logical home for a large urban tasting room. Nevertheless, it does alig… https://t.co/1vtC0rK90E",home
